es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
287;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.648341856;-0.648341856
288;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;saturation;UV;spectro;converted;"""Converted""";E;raw;10;0.187055732;0.187055732
289;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;foot;bare_parts;carotenoid-based;saturation;VIS;spectro;converted;"""Converted""";E;raw;10;-0.280370861;-0.280370861
290;41;Eeva, T;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Eeva Lab;Web of Science;Parus major;great tit;"Harjavalta; Finland";0;Parus_major;M/F;JUV;heavy_metals;breast;feathers;carotenoid-based;saturation;VIS;photo;dietary;"""Dietary""";O;model;111;-0.196548091;-0.196548091
291;41;Eeva, T;Environmental Pollution Affects the Plumage Color of Great Tit Nestlings through Carotenoid Availability;2008;Eeva Lab;Web of Science;Parus major;great tit;"Harjavalta; Finland";0;Parus_major;M/F;JUV;heavy_metals;breast;feathers;carotenoid-based;saturation;VIS;photo;dietary;"""Dietary""";O;model;56;0.027;0.027
294;43;Alonso-Alvarez et al.;"Free Radical Exposure Creates Paler Carotenoid-Based
Ornaments: A Possible Interaction in the Expression of
Black and Red Traits";2011;Galvan Lab;backward search;Alectoris rufa;red-legged partridge;Ciudad Real, Spain;1;Alectoris_rufa;M/F;JUV;persistent_organic_pollutants;upper and lower mandible and eye-ring;bare_parts;carotenoid-based;hue;VIS;photo;NA;;E;model;39;0.528175017;-0.528175017
298;45;H?rak et al.;Carotenoid-based plumage coloration reflects hemoparasite infection and local survival in breeding great tits;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;AD;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;raw;332;-0.125491259;-0.125491259
299;45;H?rak et al.;Carotenoid-based plumage coloration reflects hemoparasite infection and local survival in breeding great tits;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;AD;urbanisation;breast;feathers;carotenoid-based;hue;VIS;spectro;dietary;"""Dietary""";O;raw;332;-0.23292856;-0.23292856
312;47;Isaksson et al.;Plasma Glutathione and Carotenoid Coloration as Potential Biomarkers of Environmental Stress in Great Tits;2005;Isaksson's Lab;Scopus;Parus major;great tit;"Goeteborg; Sweden";0;Parus_major;M/F;JUV;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;model;131;-0.491515948;-0.491515948
313;47;Isaksson et al.;Plasma Glutathione and Carotenoid Coloration as Potential Biomarkers of Environmental Stress in Great Tits;2005;Isaksson's Lab;Scopus;Parus major;great tit;"Goeteborg; Sweden";0;Parus_major;M/F;AD;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";O;model;51;-0.517138048;-0.517138048
314;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;E;raw;27;0.011240501;0.011240501
315;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;E;raw;27;0.493518086;0.493518086
316;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare_parts;carotenoid-based;saturation;VIS;spectro;NA;;E;raw;27;-0.174043166;-0.174043166
317;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare_parts;carotenoid-based;saturation;VIS;spectro;NA;;E;raw;27;-0.432772736;-0.432772736
318;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;E;raw;27;-0.08777119;-0.08777119
319;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;E;raw;27;0.121919875;0.121919875
320;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;27;0.249062356;-0.249062356
321;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;27;-0.374729093;0.374729093
322;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;saturation;VIS;spectro;NA;;E;raw;27;-0.15303409;-0.15303409
323;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;saturation;VIS;spectro;NA;;E;raw;27;0.126034889;0.126034889
324;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;cheek;feathers;melanin-based;hue;UV-VIS;spectro;NA;;E;raw;27;0.319266503;-0.319266503
325;48;Goodchild et al.;"Male zebra finches exposed to lead (Pb) during development have reduced
volume of song nuclei, altered sexual traits, and received less attention
from females as adults";2021;Sewall Lab;backward search;Taeniopygia guttata;zebra finches;"Virginia; USA";1;Taeniopygia_guttata;M;JUV;heavy_metals;;feathers;melanin-based;hue;UV-VIS;spectro;NA;;E;raw;27;-0.166053985;0.166053985
329;50;Hutton et al.;Urban links to molt schedule, body condition and carotenoidbased coloration in the house finch Carpodacus mexicanus;2021;McGraw Lab;Web of Science;Carpodacus mexicanus;house finch;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;crown, breast and rump (averaged);feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;model;18;0.477824556;-0.477824556
330;50;Hutton et al.;Urban links to molt schedule, body condition and carotenoidbased coloration in the house finch Carpodacus mexicanus;2021;McGraw Lab;Web of Science;Carpodacus mexicanus;house finch;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;crown, breast and rump (averaged);feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;model;25;0.491302896;-0.491302896
331;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;crown;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.01615;-0.01615
332;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;crown;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.10232;-0.10232
333;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;crown;feathers;carotenoid-based;hue;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;0.1054;-0.1054
334;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;breast;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.2079;-0.2079
335;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;breast;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;126;-0.03814;-0.03814
336;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;breast;feathers;carotenoid-based;hue;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;128;0.076;-0.076
337;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;belly;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;-0.22817;-0.22817
338;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;belly;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;-0.1306;-0.1306
339;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;belly;feathers;carotenoid-based;hue;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;125;0.15883;-0.15883
340;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;rump;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;124;-0.02929;-0.02929
341;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;rump;feathers;carotenoid-based;saturation;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;124;-0.10694;-0.10694
342;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;rump;feathers;carotenoid-based;hue;VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;124;0.112765375;-0.112765375
343;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;bib;bare_parts;melanin-based;brightness;UV-VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;121;-0.01751;0.01751
345;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;ventral surface of the tail;feathers;melanin-based;brightness;UV-VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;117;0.180257;-0.180257
346;51;Kierre et al.;Do metal mines and their runoff affect plumage color? Streak-backed Orioles in Mexico show unexpected patterns;2021;Sánchez-González Lab;new;Icterus pustulatus;Streak-backed Orioles;Morelos, Guerrero, and Oaxaca in Mexico;0;Icterus_pustulatus;M/F;AD;heavy_metals;dorsal surface of the tail;feathers;melanin-based;brightness;UV-VIS;spectro;converted;"""2 dietary yellow, 2 modified yellow, and 2 modified red keto-carotenoids, at least in adult males""";O;model;119;-0.22584;0.22584
348;52;Arnold et al.;Ornamental Plumage Coloration Interacts with Habitat Urbanization to Predict Problem-Solving in the House Finch Carpodacus mexicanus;2021;McGraw Lab;new2023;Carpodacus mexicanus;house finch;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;breast;feathers;carotenoid-based;hue;UV-VIS;spectro;converted;red keto-carotenoids;O;raw;82;0.503889879;-0.503889879
354;54;Lopez-Antia et al.;Imidacloprid-treated seed ingestion has lethal effect on adult partridges and reduces both breeding investment and offspring immunity;2015;Mateo Lab;new2023;Alectoris rufa;red-leggedpartridge;CiudadReal,Spain;1;Alectoris_rufa;M/F;AD;persistent_organic_pollutants;eye ring;bare_parts;carotenoid-based;saturation;VIS;spectro;converted;red keto-carotenoids (?);E;raw;51;-0.110840049;-0.110840049
355;55;Isaksson et al.;Oxidative stress does not influence carotenoid mobilization and plumage pigmentation;2008;Andersson Lab;new2023;Parus major;great tit;Goteborg, Sweden;1;Parus_major;M/F;JUV;persistent_organic_pollutants;breast;feathers;carotenoid-based;saturation;UV-VIS;spectro;dietary;dietary carotenoids;E;raw;41;0.213070495;0.213070495
360;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;violet under-eye spot;feathers;structural;brightness;UV-VIS;spectro;NA;;O;model;37;0.080409;0.080409
357;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;violet under-eye spot;feathers;structural;hue;UV-VIS;spectro;NA;;O;model;37;0.32226;0.32226
358;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;violet under-eye spot;feathers;structural;saturation;UV-VIS;spectro;NA;;O;model;37;0.372287;0.372287
363;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;green body plumage (breast, belly, back);feathers;structural;brightness;UV-VIS;spectro;NA;;O;model;41;-0.38646;-0.38646
359;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;green body plumage (breast, belly, back);feathers;structural;hue;UV-VIS;spectro;NA;;O;model;41;0.14657;0.14657
360;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;green body plumage (breast, belly, back);feathers;structural;saturation;UV-VIS;spectro;NA;;O;model;41;0.025143;0.025143
366;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;tail;feathers;structural;brightness;UV-VIS;spectro;NA;;O;model;34;-0.19286;-0.19286
361;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;tail;feathers;structural;hue;UV-VIS;spectro;NA;;O;model;34;0.06234;0.06234
362;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;tail;feathers;structural;saturation;UV-VIS;spectro;NA;;O;model;34;0.041322;0.041322
369;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;crown;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;40;-0.21209;0.21209
363;57;Kierre et al.;Proximity to metal mining is related to aspects of feather coloration but not fluctuating asymmetry in the Russet-crowned Motmot (Momotus mexicanus) in south-central Mexico;2022;Sánchez-González Lab;new2023;Momotus mexicanus;Russet-crowned Motmot;Morelos, Guerrero and Oaxaca states of Mexico;0;Momotus_mexicanus;M/F;AD;heavy_metals;black-eye streak;feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;41;-0.399370194;0.399370194
371;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;-0.074708241;-0.074708241
372;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.05196;-0.05196
364;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.06427568;0.06427568
374;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;-0.008013373;-0.008013373
375;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.064254353;-0.064254353
365;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;gape;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.10447556;-0.10447556
377;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;tongue;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;-0.111470308;-0.111470308
378;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;tongue;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.076227554;-0.076227554
366;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;heavy_metals;tongue;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;-0.153827888;-0.153827888
380;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.465580305;0.465580305
381;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;-0.40496;-0.40496
367;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;bill;bare_parts;carotenoid-based;hue;UV-VIS;spectro;NA;;O;model;50;0.1717152;-0.1717152
383;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;brightness;UV-VIS;spectro;NA;;O;model;50;0.383016195;0.383016195
384;58;Costantini et al.;Integument carotenoid-based colouration reflects contamination to perfluoroalkyl substances, but not mercury, in arctic black-legged kittiwakes;2022;Costantini Lab;new2023;Rissa tridactyla;black-legged kittiwakes;Kongsfjord, Svalbard;0;Rissa_tridactyla;M;AD;persistent_organic_pollutants;gape;bare_parts;carotenoid-based;saturation;UV-VIS;spectro;NA;;O;model;50;0.089654061;0.089654061
