es_ID;Study_no;author;title;date;research_group;source;species_latin;species_eng;geographic_location;model_species_0_wild_1_lab;tip_label;sex;age;pollution_type;measured_part_oryginal;measured_part;colour_type;HSB;UV_VIS_UV_VIS_other;method;carotenoids_type;colour_comment;study_type;raw_or_model;n;ES_physic;ES_biol
182;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (neck);feathers;structural;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;36;NA;-0.011867549
183;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (neck);feathers;structural;brightness;UV-VIS;spectro;NA;;E;raw;36;0.090951414;0.090951414
184;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;UV;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;38;NA;0.065478212
185;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;38;NA;-0.122416227
186;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;38;NA;-0.315801654
187;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;38;NA;0.106822442
188;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;38;-0.294217384;0.294217384
189;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;UV;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;39;NA;0.253803071
190;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;39;NA;0.019189805
191;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;39;NA;-0.336571676
192;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);E;raw;39;NA;-0.073291923
193;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;E;raw;39;-0.295683323;0.295683323
194;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;UV;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;-0.161245155
195;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;-0.184390889
196;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;0
197;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;0.173205081
198;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;26;0.417133072;-0.417133072
199;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;UV;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;0.089442719
200;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;0.141421356
201;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;-0.04472136
202;27;Chatelain, M;Do trace metals influence visual signals? Effects of trace metals on iridescent and melanic feather colouration in the feral pigeon;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;other;VIS;spectro;NA;photorecep-tor responses (Q1, Q2, Q3 and Q4 quantum catches);O;model;28;NA;0.063245553
203;27;Chatelain, M;Do trace metals select for darker birds in urban areas? An experimental exposure to lead and zinc;2017;CNRS;Web of Science;Columba livia;feral pigeons;"Paris; France";0;Columba_livia;M/F;AD;heavy_metals;feathers (remige);feathers;melanin-based;brightness;UV-VIS;spectro;NA;;O;model;26;0.158113883;-0.158113883
204;28;Jaques, DL;Use of plumage and gular pouch color to evaluate condition of oil spill rehabilitated California brown pelicans (Pelecanus occidentalis californicus) post-release;2019;Pacific Eco Logic;Web of Science;Pelecanus occidentalis californicus;California brown pelicans;"Santa Barbara County, California; USA";0;Pelecanus_occidentalis;M/F;MIXED;other;pouch color;bare part;carotenoid-based;other;other;other;NA;probably carotenoids + hemoglobin;O;raw;71;NA;-0.267228628
205;28;Jaques, DL;Use of plumage and gular pouch color to evaluate condition of oil spill rehabilitated California brown pelicans (Pelecanus occidentalis californicus) post-release;2019;Pacific Eco Logic;Web of Science;Pelecanus occidentalis californicus;California brown pelicans;"Santa Barbara County, California; USA";0;Pelecanus_occidentalis;M/F;MIXED;other;pouch color;bare part;carotenoid-based;other;other;other;NA;probably carotenoids + hemoglobin;O;raw;66;NA;-0.121516377
206;29;Senar, JC;Selection based on the size of the black tie of the great tit may be reversed in urban habitats;2014;CNRS;Web of Science;Parus major;great tit;"Paris; France";0;Parus_major;M;MIXED;urbanisation;breast tie;feathers;melanin-based;other;other;other;NA;;O;raw;495;NA;-0.108715966
208;30;Perez, 2010;Oil pollution increases plasma antioxidants but reduces coloration in a seabird;2010;Velando Lab;backward search;Larus michahellis;yellow-legged gull;"R?a de Vigo, Galicia; Spain";0;Larus_michahellis;M/F;AD;other;bill;bare part;carotenoid-based;other;other;photo;NA;;E;model;29;NA;-0.3838485
209;31;Sykes, BE;Sex-specific relationships between urbanization, parasitism, and plumage coloration in house finches;2020;McGraw Lab;backward search;Carpodacus mexicanus;house finches;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;rump;feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;raw;50;0.408193395;-0.408193395
210;31;Sykes, BE;Sex-specific relationships between urbanization, parasitism, and plumage coloration in house finches;2020;McGraw Lab;backward search;Carpodacus mexicanus;house finches;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;F;AD;urbanisation;rump;feathers;carotenoid-based;hue;VIS;photo;converted;"""Converted""";O;raw;45;0.383641209;-0.383641209
211;31;Sykes, BE;Sex-specific relationships between urbanization, parasitism, and plumage coloration in house finches;2020;McGraw Lab;backward search;Carpodacus mexicanus;house finches;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;M;AD;urbanisation;rump;feathers;carotenoid-based;other;other;photo;converted;"""Converted""";O;raw;50;NA;-0.353015358
212;31;Sykes, BE;Sex-specific relationships between urbanization, parasitism, and plumage coloration in house finches;2020;McGraw Lab;backward search;Carpodacus mexicanus;house finches;"Phoenix, Arizona; USA";0;Carpodacus_mexicanus;F;AD;urbanisation;rump;feathers;carotenoid-based;other;other;photo;converted;"""Converted""";O;raw;45;NA;-0.014627772
213;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Pacific Eco Logic;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Paris; France";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;brightness;UV-VIS;spectro;NA;;O;raw;68;-0.315191372;-0.315191372
214;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Pacific Eco Logic;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Paris; France";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;saturation;UV;spectro;NA;;O;raw;68;0.199384636;0.199384636
215;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Senar Lab;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Paris; France";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;hue;UV-VIS;spectro;NA;;O;raw;68;0.116641752;0.116641752
216;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Velando Lab;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Paris; France";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;brightness;UV-VIS;spectro;NA;;O;raw;68;0;0
217;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;Velando Lab;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Paris; France";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;saturation;UV;spectro;NA;;O;raw;68;0.436578449;0.436578449
218;32;Tringali, A;Suburban immigrants to wildlands disrupt honest signaling in ultra-violet plumage;2015;McGraw Lab;backward search;Aphelocoma coerulescens;Florida Scrub-Jay;"Paris; France";0;Aphelocoma_coerulescens;M/F;JUV;urbanisation;tail feather;feathers;structural;hue;UV-VIS;spectro;NA;;O;raw;68;0.247277805;0.247277805
219;33;Vallverdu-Coll, N;Sublethal Pb Exposure Produces Season-Dependent Effects on Immune Response, Oxidative Balance and Investment in Carotenoid based Coloration in Red-Legged Partridges;2015;Mateo Lab;backward search;Alectoris rufa;red-legged partridges;"Ciudad Real; Spain";1;Alectoris_rufa;M/F;AD;heavy_metals;bill;bare part;carotenoid-based;other;VIS;photo;converted;"""Converted""";E;model;60;NA;0.324
220;33;Vallverdu-Coll, N;Sublethal Pb Exposure Produces Season-Dependent Effects on Immune Response, Oxidative Balance and Investment in Carotenoid based Coloration in Red-Legged Partridges;2015;Mateo Lab;backward search;Alectoris rufa;red-legged partridges;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;heavy_metals;eye-ring;bare part;carotenoid-based;other;VIS;photo;converted;"""Converted""";E;raw;20;NA;0.292143741
221;33;Vallverdu-Coll, N;Sublethal Pb Exposure Produces Season-Dependent Effects on Immune Response, Oxidative Balance and Investment in Carotenoid based Coloration in Red-Legged Partridges;2015;Mateo Lab;backward search;Alectoris rufa;red-legged partridges;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;heavy_metals;eye-ring;bare part;carotenoid-based;other;VIS;photo;converted;"""Converted""";E;raw;20;NA;-0.106509626
222;33;Vallverdu-Coll, N;Sublethal Pb Exposure Produces Season-Dependent Effects on Immune Response, Oxidative Balance and Investment in Carotenoid based Coloration in Red-Legged Partridges;2015;Mateo Lab;backward search;Alectoris rufa;red-legged partridges;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;heavy_metals;eye-ring;bare part;carotenoid-based;other;other;photo;converted;"""Converted""";E;model;30;NA;-0.429
223;33;Vallverdu-Coll, N;Sublethal Pb Exposure Produces Season-Dependent Effects on Immune Response, Oxidative Balance and Investment in Carotenoid based Coloration in Red-Legged Partridges;2015;Mateo Lab;backward search;Alectoris rufa;red-legged partridges;"Ciudad Real; Spain";1;Alectoris_rufa;M;AD;heavy_metals;eye-ring;bare part;carotenoid-based;other;VIS;photo;converted;"""Converted""";E;raw;30;NA;-0.455018932
224;33;Vallverdu-Coll, N;Sublethal Pb Exposure Produces Season-Dependent Effects on Immune Response, Oxidative Balance and Investment in Carotenoid based Coloration in Red-Legged Partridges;2015;Mateo Lab;backward search;Alectoris rufa;red-legged partridges;"Ciudad Real; Spain";1;Alectoris_rufa;F;AD;heavy_metals;eye-ring;bare part;carotenoid-based;other;VIS;photo;converted;"""Converted""";E;raw;30;NA;-0.691680822
225;34;Vallverdu-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Ciudad Real; Spain";0;Anas_platyrhynchos;M;AD;heavy_metals;bill;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;(“Lab” color space;O;raw;17;0.578193392;-0.578193392
226;34;Vallverdu-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Ciudad Real; Spain";0;Anas_platyrhynchos;M;AD;heavy_metals;bill;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;(“Lab” color space;O;raw;17;-0.450440538;-0.450440538
227;34;Vallverdu-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Ciudad Real; Spain";0;Anas_platyrhynchos;M/F;AD;heavy_metals;leg;bare part;carotenoid-based;hue;UV-VIS;spectro;dietary;(“Lab” color space;O;raw;34;0.010954698;-0.010954698
228;34;Vallverdu-Coll, N;Lead exposure reduces carotenoid-based coloration and constitutive immunity in wild mallards;2016;Mateo Lab;backward search;Anas platyrhynchos;mallards;"Ciudad Real; Spain";0;Anas_platyrhynchos;M/F;AD;heavy_metals;leg;bare part;carotenoid-based;saturation;UV-VIS;spectro;dietary;(“Lab” color space;O;raw;34;0.072341853;0.072341853
229;35;Eeva et al.;Air pollution fades the plumage of the Great Tit;1998;Eeva Lab;Web of Science;Parus major;great tit;"Harjavalta; Finland";0;Parus_major;M/F;JUV;heavy_metals;feathers (breast);feathers;carotenoid-based;other;VIS;other;dietary;"""Dietary""";O;model;47;NA;-0.655743852
230;36;Horak et al.;Growth conditions affect carotenoid-based plumage coloration of great tit nestlings;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;JUV;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";E;raw;67;-0.235806794;-0.235806794
231;36;Horak et al.;Growth conditions affect carotenoid-based plumage coloration of great tit nestlings;2001;Horak Lab;Web of Science;Parus major;great tit;"Tartu; Estonia";0;Parus_major;M/F;JUV;urbanisation;breast;feathers;carotenoid-based;saturation;VIS;spectro;dietary;"""Dietary""";E;raw;94;-0.25420651;-0.25420651
232;37;McCarty and Secord;POSSIBLE EFFECTS OF PCB CONTAMINATION ON FEMALE PLUMAGE COLOR AND REPRODUCTIVE SUCCESS IN HUDSON RIVER TREE SWALLOWS;2000;Mateo Lab;Web of Science;Tachycineta bicolor;tree swallow;"R?a de Vigo, Galicia; Spain";0;Tachycineta_bicolor;F;AD;persistent_organic_pollutants;feathers;feathers;structural;other;other;other;NA;;O;raw;98;NA;0.184273287
233;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;M;AD;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;other;NA;;E;model;49;NA;-0.885392565
234;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;F;AD;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;other;NA;;E;model;50;NA;-0.812301251
235;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;M;AD;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;other;NA;;E;model;49;NA;-0.776054893
236;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;F;AD;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;other;NA;;E;model;50;NA;-0.529851533
237;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;F;JUV;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;photo;NA;;E;raw;27;NA;0.236079841
238;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;M;JUV;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;photo;NA;;E;raw;20;NA;0.33088375
239;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;M;AD;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;photo;NA;;E;raw;47;NA;-0.334960421
240;38;Bortolotti et al.;Carotenoid concentration and coloration of American Kestrels (Falco sparverius) disrupted by experimental exposure to PCBs;2003;Bortolotti Lab;Web of Science;Falco sparverius;American kestrel;"Quebec; Canada";1;Falco_sparverius;F;AD;persistent_organic_pollutants;cere and lore;bare part;carotenoid-based;other;VIS;photo;NA;;E;raw;48;NA;0.14436115
241;39;Horak et al.;Fat soluble antioxidants in brood-rearing great tits Parus major: relations to health and appearance;2004;Horak Lab;Web of Science;Parus major;Great tit;"Tartu; Estonia";0;Parus_major;F;AD;urbanisation;breast;feathers;carotenoid-based;hue;VIS;spectro;dietary;"""Dietary""";O;raw;9;-0.456289381;-0.456289381
242;39;Horak et al.;Fat soluble antioxidants in brood-rearing great tits Parus major: relations to health and appearance;2004;Horak Lab;Web of Science;Parus major;Great tit;"Tartu; Estonia";0;Parus_major;M;AD;urbanisation;breast;feathers;carotenoid-based;hue;VIS;spectro;dietary;"""Dietary""";O;raw;10;-0.359596609;-0.359596609
243;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M/F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;other;other;spectro;converted;"""Converted""";E;raw;26;NA;-0.340446158
244;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;-0.359522172;-0.359522172
245;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;-0.210821805;-0.210821805
246;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;-0.141726902;-0.141726902
247;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;-0.174987805;-0.174987805
248;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;-0.350776224;-0.350776224
249;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;-0.397321787;-0.397321787
250;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;18;0.038575024;0.038575024
251;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;M;AD;persistent_organic_pollutants;foot;bare part;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;18;0.09619542;0.09619542
252;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;0.138284858;0.138284858
253;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;back (dorsal);feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.244773225;0.244773225
254;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;0.18595222;0.18595222
255;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;ventral;feathers;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.076947395;0.076947395
256;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;UV;spectro;converted;"""Converted""";E;raw;10;0.346491367;0.346491367
257;40;Sughrue et al.;Endocrine Effects of the HehErbicide Linuron on the American Goldfinch (Carduelis tristis);2008;Beltsville Agricultural Research Center;Web of Science;Carduelis tristis;American Goldfinch;"Maryland; USA";0;Carduelis_tristis;F;AD;persistent_organic_pollutants;bill;bare part;carotenoid-based;brightness;VIS;spectro;converted;"""Converted""";E;raw;10;0.256330582;0.256330582
